ROWID,Calendar Day,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from prime movers (pm),Capacity of power generation from fuel oil (fo),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output
7566,2022-04-19,Hydro,46722.52,2973.25,,1645.05,1828.2,5489.6,8962.85,19.18,37759.67,32418.0,32093.82,84.99,68.69
3602,2022-04-20,Nuclear,6780.0,640.0,,1320.0,540.0,0.0,1860.0,27.43,4920.0,4817.85,4263.8,86.66,62.89
10659,2022-04-20,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6664.0,30477.5,6914.0,44055.5,20.91,166644.0,167747.05,152649.81,91.6,72.45
5329,2022-04-20,Thermal_Gas Liquid,24869.51,9766.12,,115.8,5920.51,10949.79,16986.09,68.3,7883.41,4681.05,4587.43,58.19,18.45
7467,2022-04-20,Hydro,46722.52,2973.25,,1645.05,1888.2,5639.3,9172.55,19.63,37549.97,32756.44,32428.88,86.36,69.41
1263,2022-04-20,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
1264,2022-04-21,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7454,2022-04-21,Hydro,46722.52,2973.25,,1675.05,2113.2,5438.2,9226.45,19.75,37496.07,31809.93,31491.83,83.99,67.4
10702,2022-04-21,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,27342.5,6874.0,40380.5,19.16,170319.0,166601.56,151607.42,89.01,71.95
3603,2022-04-21,Nuclear,6780.0,640.0,,1320.0,540.0,0.0,1860.0,27.43,4920.0,4848.91,4291.29,87.22,63.29
5338,2022-04-21,Thermal_Gas Liquid,24869.51,9435.62,,125.77,6025.51,10811.29,16962.56,68.21,7906.95,4748.13,4653.17,58.85,18.71
1265,2022-04-22,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3281,2022-04-22,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4844.88,4287.72,91.23,63.24
7243,2022-04-22,Hydro,46722.52,2973.25,,1685.05,2341.4,5671.05,9697.5,20.76,37025.02,31694.22,31377.28,84.75,67.16
5313,2022-04-22,Thermal_Gas Liquid,24869.51,9435.62,,115.8,6134.15,10811.29,17061.23,68.6,7808.27,4637.71,4544.96,58.21,18.28
10674,2022-04-22,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,28942.5,7474.0,42580.5,20.21,168119.0,167758.84,152660.54,90.81,72.45
3282,2022-04-23,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4681.82,4143.41,88.16,61.11
7297,2022-04-23,Hydro,46722.52,2973.25,,1475.05,2318.2,5764.85,9558.1,20.46,37164.42,32271.16,31948.45,85.97,68.38
5440,2022-04-23,Thermal_Gas Liquid,24869.51,9435.62,,115.8,5824.81,10687.99,16628.59,66.86,8240.91,5373.29,5265.83,63.9,21.17
10687,2022-04-23,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,28287.5,7124.0,41575.5,19.73,169124.0,168802.0,153609.82,90.83,72.9
1266,2022-04-23,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
1267,2022-04-24,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7298,2022-04-24,Hydro,46722.52,2973.25,,1475.05,2208.2,5870.9,9554.15,20.45,37168.37,31521.75,31206.53,83.96,66.79
3283,2022-04-24,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4682.6,4144.1,88.17,61.12
5280,2022-04-24,Thermal_Gas Liquid,24869.51,9435.62,,85.8,6379.58,10687.99,17153.37,68.97,7716.14,4478.33,4388.76,56.88,17.65
10671,2022-04-24,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,29717.5,6924.0,42805.5,20.32,167894.0,166946.03,151920.89,90.49,72.1
7182,2022-04-25,Hydro,46722.52,2973.25,,1535.05,2223.2,6089.1,9847.35,21.08,36875.17,32235.27,31912.92,86.54,68.3
1268,2022-04-25,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3284,2022-04-25,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4685.97,4147.08,88.24,61.17
10689,2022-04-25,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,28672.5,6464.0,41300.5,19.6,169399.0,169016.63,153805.14,90.79,73.0
5281,2022-04-25,Thermal_Gas Liquid,24869.51,9435.62,,85.8,6379.58,10687.99,17153.37,68.97,7716.14,5297.19,5191.25,67.28,20.87
5360,2022-04-26,Thermal_Gas Liquid,24869.51,9435.62,,85.8,5904.79,10891.48,16882.07,67.88,7987.44,5768.05,5652.69,70.77,22.73
7118,2022-04-26,Hydro,46722.52,2973.25,,1612.55,2232.4,6147.48,9992.43,21.39,36730.09,32719.82,32392.62,88.19,69.33
1269,2022-04-26,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3285,2022-04-26,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4688.93,4149.7,88.29,61.21
10711,2022-04-26,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,26982.5,6464.0,39610.5,18.8,171089.0,169263.62,154029.89,90.03,73.1
3286,2022-04-27,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4670.83,4133.68,87.95,60.97
7631,2022-04-27,Hydro,46722.52,2973.25,,1462.55,2232.4,5113.15,8808.1,18.85,37914.42,32266.79,31944.12,84.25,68.37
10700,2022-04-27,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5954.0,28347.5,6464.0,40765.5,19.35,169934.0,168037.08,152913.74,89.98,72.57
5460,2022-04-27,Thermal_Gas Liquid,24869.51,9541.62,,85.8,5734.68,10747.18,16567.65,66.62,8301.85,5840.9,5724.08,68.95,23.02
1270,2022-04-27,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7543,2022-04-28,Hydro,46722.52,2973.25,,1424.55,2332.4,5279.55,9036.5,19.34,37686.02,32909.37,32580.28,86.45,69.73
1271,2022-04-28,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10680,2022-04-28,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,29157.5,6674.0,41995.5,19.93,168704.0,169387.41,154142.54,91.37,73.16
5507,2022-04-28,Thermal_Gas Liquid,24869.51,9435.62,,85.8,5390.76,10997.48,16474.04,66.24,8395.46,5985.08,5865.38,69.86,23.58
3287,2022-04-28,Nuclear,6780.0,640.0,,1540.0,540.0,0.0,2080.0,30.68,4700.0,4679.3,4141.18,88.11,61.08
10685,2022-04-29,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,28607.5,6884.0,41655.5,19.77,169044.0,168074.66,152947.94,90.48,72.59
7062,2022-04-29,Hydro,46722.52,2973.25,,1614.55,1897.4,6622.5,10134.45,21.69,36588.07,32005.28,31685.23,86.6,67.82
5538,2022-04-29,Thermal_Gas Liquid,24869.51,9435.62,,85.8,5510.36,10822.78,16418.94,66.02,8450.56,6780.19,6644.59,78.63,26.72
1272,2022-04-29,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
2998,2022-04-29,Nuclear,6780.0,640.0,,1540.0,740.0,0.0,2280.0,33.63,4500.0,4782.04,4232.11,94.05,62.42
10675,2022-04-30,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,29067.5,7344.0,42575.5,20.21,168124.0,169040.68,153827.02,91.5,73.01
5609,2022-04-30,Thermal_Gas Liquid,24869.51,9435.62,,85.8,5309.17,10770.68,16165.65,65.0,8703.85,6448.19,6319.23,72.6,25.41
3604,2022-04-30,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4867.48,4307.72,87.56,63.54
1273,2022-04-30,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7319,2022-04-30,Hydro,46722.52,3060.05,,1629.55,2009.2,5866.1,9504.85,20.34,37217.67,31730.1,31412.8,84.4,67.23
5484,2022-05-01,Thermal_Gas Liquid,24869.51,9590.13,,85.8,5670.66,10770.68,16527.14,66.46,8342.36,5380.94,5273.32,63.21,21.2
10678,2022-05-01,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,28302.5,7804.0,42270.5,20.06,168429.0,167499.14,152424.22,90.5,72.34
3605,2022-05-01,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4854.98,4296.66,87.33,63.37
7538,2022-05-01,Hydro,46722.52,3060.05,,1598.05,1684.2,5761.1,9043.35,19.36,37679.17,30918.39,30609.21,81.24,65.51
1274,2022-05-01,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
5401,2022-05-02,Thermal_Gas Liquid,24869.51,9590.13,,525.51,5437.65,10802.28,16765.44,67.41,8104.06,5735.26,5620.55,69.35,22.6
1275,2022-05-02,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7606,2022-05-02,Hydro,46722.52,2960.05,,1723.05,1588.2,5533.17,8844.42,18.93,37878.1,32837.25,32508.88,85.82,69.58
10701,2022-05-02,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,26925.0,7344.0,40433.0,19.19,170266.5,168837.9,153642.49,90.24,72.92
3606,2022-05-02,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4834.85,4278.84,86.97,63.11
5282,2022-05-03,Thermal_Gas Liquid,24869.51,9590.13,,525.51,5820.15,10802.28,17147.94,68.95,7721.56,4765.93,4670.61,60.49,18.78
3607,2022-05-03,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4859.62,4300.76,87.41,63.43
10677,2022-05-03,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,26680.0,9504.0,42348.0,20.1,168351.5,169089.99,153871.89,91.4,73.03
1276,2022-05-03,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7585,2022-05-03,Hydro,46722.52,3060.05,,1731.05,1675.2,5503.44,8909.69,19.07,37812.83,33267.33,32934.66,87.1,70.49
10699,2022-05-04,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5504.0,27615.0,7924.0,41043.0,19.48,169656.5,168221.31,153081.39,90.23,72.65
7705,2022-05-04,Hydro,46722.52,3060.05,,1731.05,1455.2,5418.0,8604.25,18.42,38118.27,30857.18,30548.61,80.14,65.38
5406,2022-05-04,Thermal_Gas Liquid,24869.51,9590.13,,525.51,5384.06,10831.28,16740.85,67.31,8128.65,5355.86,5248.74,64.57,21.11
3608,2022-05-04,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4855.62,4297.22,87.34,63.38
1277,2022-05-04,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10683,2022-05-05,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5504.0,28550.0,7714.0,41768.0,19.82,168931.5,167800.09,152698.08,90.39,72.47
5123,2022-05-05,Thermal_Gas Liquid,24869.51,9483.51,,525.51,5601.53,11714.6,17841.64,71.74,7027.86,3892.91,3815.05,54.28,15.34
7509,2022-05-05,Hydro,46722.52,3060.05,,1731.05,1513.2,5847.4,9091.65,19.46,37630.87,32576.41,32250.65,85.7,69.03
3609,2022-05-05,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4841.49,4284.72,87.09,63.2
1278,2022-05-05,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3610,2022-05-06,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4844.49,4287.37,87.14,63.24
10728,2022-05-06,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5504.0,23690.0,6984.0,36178.0,17.17,174521.5,170798.75,155426.87,89.06,73.77
5119,2022-05-06,Thermal_Gas Liquid,24869.51,9483.51,,525.51,5622.53,11714.6,17862.64,71.83,7006.86,4205.17,4121.07,58.81,16.57
7294,2022-05-06,Hydro,46722.52,2975.05,,1893.55,2163.2,5507.9,9564.65,20.47,37157.87,31513.84,31198.7,83.96,66.77
1279,2022-05-06,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3611,2022-05-07,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4837.27,4280.98,87.01,63.14
5128,2022-05-07,Thermal_Gas Liquid,24869.51,9483.51,,525.51,5601.53,11694.6,17821.64,71.66,7047.86,4129.58,4046.99,57.42,16.27
1280,2022-05-07,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7593,2022-05-07,Hydro,46722.52,2960.05,,1867.05,2271.2,4747.3,8885.55,19.02,37836.97,32315.89,31992.73,84.55,68.47
10735,2022-05-07,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5504.0,22755.0,7344.0,35603.0,16.9,175096.5,174174.34,158498.65,90.52,75.22
7536,2022-05-08,Hydro,46722.52,2960.05,,1837.05,2278.2,4932.3,9047.55,19.36,37674.97,31000.99,30690.98,81.46,65.69
10733,2022-05-08,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5629.0,22420.0,7621.5,35670.5,16.93,175029.0,171312.13,155894.04,89.07,73.99
1281,2022-05-08,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3612,2022-05-08,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4844.97,4287.8,87.15,63.24
5011,2022-05-08,Thermal_Gas Liquid,24869.51,9612.69,,525.51,6343.61,11714.6,18583.72,74.72,6285.78,3914.25,3835.97,61.03,15.42
1282,2022-05-09,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10721,2022-05-09,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5629.0,26105.0,5864.0,37598.0,17.84,173101.5,168779.11,153588.99,88.73,72.89
3613,2022-05-09,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4837.9,4281.54,87.02,63.15
7347,2022-05-09,Hydro,46722.52,3052.05,,1862.05,2265.2,5300.8,9428.05,20.18,37294.47,31921.64,31602.42,84.74,67.64
4940,2022-05-09,Thermal_Gas Liquid,24869.51,9612.69,,525.51,6435.61,11714.6,18675.72,75.09,6193.78,4572.87,4481.41,72.35,18.02
5012,2022-05-10,Thermal_Gas Liquid,24869.51,9612.69,,525.51,6333.22,11714.6,18573.33,74.68,6296.17,4853.98,4756.9,75.55,19.13
3341,2022-05-10,Nuclear,6780.0,640.0,,1540.0,520.0,0.0,2060.0,30.38,4720.0,4844.97,4287.8,90.84,63.24
7239,2022-05-10,Hydro,46722.52,2937.05,,1818.05,2210.2,5674.07,9702.32,20.77,37020.2,31629.59,31313.29,84.58,67.02
10692,2022-05-10,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5629.0,29945.0,5654.0,41228.0,19.57,169471.5,168863.29,153665.6,90.67,72.93
1283,2022-05-10,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
5014,2022-05-11,Thermal_Gas Liquid,24869.51,9612.69,,525.51,6487.73,11540.09,18553.33,74.6,6316.17,3941.41,3862.58,61.15,15.53
7015,2022-05-11,Hydro,46722.52,2737.05,,1798.05,2406.2,6042.5,10246.75,21.93,36475.77,31408.42,31094.34,85.25,66.55
3342,2022-05-11,Nuclear,6780.0,640.0,,1540.0,520.0,0.0,2060.0,30.38,4720.0,4679.73,4141.56,87.74,61.08
10720,2022-05-11,Thermal_Coal Lignite,210699.5,8113.0,7237.0,4969.0,27050.0,5654.0,37673.0,17.88,173026.5,168058.84,152933.54,88.39,72.58
1284,2022-05-11,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3614,2022-05-12,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4824.06,4269.29,86.77,62.97
1285,2022-05-12,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
5100,2022-05-12,Thermal_Gas Liquid,24869.51,9612.69,,174.51,6265.63,11532.26,17972.41,72.27,6897.1,4382.93,4295.27,62.28,17.27
7427,2022-05-12,Hydro,46722.52,2637.05,,1865.05,2051.2,5365.4,9281.65,19.87,37440.87,30319.84,30016.64,80.17,64.24
10734,2022-05-12,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5179.0,24810.0,5654.0,35643.0,16.92,175056.5,168094.28,152965.8,87.38,72.6
5083,2022-05-13,Thermal_Gas Liquid,24869.51,9612.69,,174.51,6225.83,11801.0,18201.34,73.19,6668.16,4102.71,4020.66,60.3,16.17
10726,2022-05-13,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5179.0,25915.0,5654.0,36748.0,17.44,173951.5,168999.66,153789.69,88.41,72.99
3615,2022-05-13,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4822.04,4267.51,86.74,62.94
7428,2022-05-13,Hydro,46722.52,2737.05,,1870.05,2186.2,5223.4,9279.65,19.86,37442.87,31789.6,31471.7,84.05,67.36
1286,2022-05-13,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4837,2022-05-14,Thermal_Gas Liquid,24869.51,9612.69,,174.51,6783.22,11888.24,18845.97,75.78,6023.53,3951.73,3872.7,64.29,15.57
1287,2022-05-14,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3616,2022-05-14,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4814.57,4260.89,86.6,62.85
7584,2022-05-14,Hydro,46722.52,2737.05,,1636.55,2211.2,5064.4,8912.15,19.07,37810.37,33108.86,32777.77,86.69,70.15
10718,2022-05-14,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5179.0,26550.0,6379.0,38108.0,18.09,172591.5,168569.62,153398.36,88.88,72.8
4838,2022-05-15,Thermal_Gas Liquid,24869.51,9612.69,,174.51,6783.22,11888.24,18845.97,75.78,6023.53,3451.49,3382.46,56.15,13.6
3617,2022-05-15,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4814.14,4260.51,86.6,62.84
10715,2022-05-15,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,26210.0,7466.5,38695.5,18.37,172004.0,165625.58,150719.27,87.63,71.53
7393,2022-05-15,Hydro,46722.52,2737.05,,1761.55,2351.2,5241.81,9354.56,20.02,37367.96,31626.64,31310.37,83.79,67.01
1288,2022-05-15,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4839,2022-05-16,Thermal_Gas Liquid,24869.51,9612.69,,174.51,6783.22,11888.24,18845.97,75.78,6023.53,3532.98,3462.32,57.48,13.92
7695,2022-05-16,Hydro,46722.52,2737.05,,1836.55,2563.2,4229.5,8629.25,18.47,38093.27,31581.42,31265.61,82.08,66.92
1289,2022-05-16,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3618,2022-05-16,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4829.36,4273.98,86.87,63.04
10698,2022-05-16,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,28625.0,7399.0,41043.0,19.48,169656.5,167646.65,152558.45,89.92,72.41
10694,2022-05-17,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,29335.0,6799.0,41153.0,19.53,169546.5,168283.11,153137.63,90.32,72.68
3619,2022-05-17,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4836.12,4279.97,86.99,63.13
4684,2022-05-17,Thermal_Gas Liquid,24869.51,9612.69,,244.16,6783.22,12068.24,19095.62,76.78,5773.88,4358.33,4271.17,73.97,17.17
1290,2022-05-17,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7376,2022-05-17,Hydro,46722.52,2737.05,,1940.05,2394.0,5054.5,9388.55,20.09,37333.97,32346.28,32022.82,85.77,68.54
7384,2022-05-18,Hydro,46722.52,2987.05,,2040.85,2394.0,4942.5,9377.35,20.07,37345.17,32418.48,32094.3,85.94,68.69
1291,2022-05-18,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10688,2022-05-18,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,30585.0,5959.0,41563.0,19.73,169136.5,167301.56,152244.42,90.01,72.26
3620,2022-05-18,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4822.95,4268.31,86.75,62.95
5092,2022-05-18,Thermal_Gas Liquid,24869.51,9718.69,,141.51,6317.11,11561.46,18020.08,72.46,6849.42,4867.18,4769.84,69.64,19.18
7656,2022-05-19,Hydro,46722.52,2637.05,,2090.85,2293.2,4326.5,8710.55,18.64,38011.97,32559.99,32234.39,84.8,68.99
5209,2022-05-19,Thermal_Gas Liquid,24869.51,9718.69,,141.51,5897.29,11417.16,17455.96,70.19,7413.55,5047.23,4946.29,66.72,19.89
1292,2022-05-19,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3621,2022-05-19,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4819.75,4265.48,86.7,62.91
10657,2022-05-19,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,33370.0,5694.0,44083.0,20.92,166616.5,166371.89,151398.42,90.87,71.86
5232,2022-05-20,Thermal_Gas Liquid,24869.51,9718.69,,141.51,5653.29,11522.16,17316.96,69.63,7552.55,5274.6,5169.11,68.44,20.78
10690,2022-05-20,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5519.0,29525.0,6234.0,41278.0,19.59,169421.5,165413.67,150526.44,88.85,71.44
7456,2022-05-20,Hydro,46722.52,2594.05,,2035.35,2250.2,4926.97,9212.52,19.72,37510.0,32611.76,32285.64,86.07,69.1
1293,2022-05-20,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3622,2022-05-20,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4812.26,4258.85,86.56,62.81
1294,2022-05-21,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7375,2022-05-21,Hydro,46722.52,2594.05,,2235.85,2353.7,4801.3,9390.85,20.1,37331.67,30938.08,30628.7,82.04,65.55
3623,2022-05-21,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4812.32,4258.9,86.56,62.82
4880,2022-05-21,Thermal_Gas Liquid,24869.51,9458.18,,141.51,6253.03,12341.49,18736.02,75.34,6133.48,4695.03,4601.13,75.02,18.5
10655,2022-05-21,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5519.0,32297.5,6684.0,44500.5,21.12,166199.0,161098.54,146599.67,88.21,69.58
7126,2022-05-22,Hydro,46722.52,2594.05,,2040.85,2511.2,5422.97,9975.02,21.35,36747.5,29130.51,28839.21,78.48,61.72
1295,2022-05-22,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3624,2022-05-22,Nuclear,6780.0,640.0,,1540.0,320.0,0.0,1860.0,27.43,4920.0,4819.96,4265.66,86.7,62.92
10468,2022-05-22,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,36345.0,10209.0,51573.0,24.48,159126.5,155967.97,141930.85,89.19,67.36
4478,2022-05-22,Thermal_Gas Liquid,24869.51,9612.69,,141.51,6527.82,12527.69,19197.01,77.19,5672.49,3240.27,3175.46,55.98,12.77
1296,2022-05-23,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10282,2022-05-23,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5019.0,39020.0,12069.0,56108.0,26.63,154591.5,153657.8,139828.6,90.45,66.36
3310,2022-05-23,Nuclear,6780.0,640.0,,1540.0,320.0,220.0,2080.0,30.68,4700.0,4813.96,4260.35,90.65,62.84
4480,2022-05-23,Thermal_Gas Liquid,24869.51,9458.18,,141.51,6766.42,12263.5,19171.42,77.09,5698.08,3169.13,3105.75,54.51,12.49
7359,2022-05-23,Hydro,46722.52,2594.05,,2123.85,2308.2,4973.77,9405.82,20.13,37316.7,30013.37,29713.24,79.62,63.6
1297,2022-05-24,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10366,2022-05-24,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5864.0,37590.0,10669.0,54123.0,25.69,156576.5,152251.36,138548.74,88.49,65.76
3952,2022-05-24,Thermal_Gas Liquid,24869.21,9458.18,,52.8,7086.32,12567.0,19706.11,79.24,5163.09,3437.6,3368.85,65.25,13.55
3311,2022-05-24,Nuclear,6780.0,640.0,,1540.0,320.0,220.0,2080.0,30.68,4700.0,4512.45,3993.52,84.97,58.9
7301,2022-05-24,Hydro,46722.52,2594.05,,2002.35,2300.2,5247.0,9549.55,20.44,37172.97,31932.71,31613.38,85.04,67.66
3008,2022-05-25,Nuclear,6780.0,640.0,,1540.0,520.0,220.0,2280.0,33.63,4500.0,4539.75,4017.68,89.28,59.26
7493,2022-05-25,Hydro,46722.52,2594.05,,2002.35,2460.2,4659.97,9122.52,19.52,37600.0,31672.45,31355.73,83.39,67.11
4437,2022-05-25,Thermal_Gas Liquid,24869.21,9458.18,,141.51,6536.92,12604.6,19283.02,77.54,5586.18,4359.51,4272.32,76.48,17.18
10480,2022-05-25,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5664.0,34765.0,10869.0,51298.0,24.35,159401.5,158942.96,144638.1,90.74,68.65
1298,2022-05-25,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10618,2022-05-26,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,31570.0,9134.0,46868.0,22.24,163831.5,161859.95,147292.55,89.9,69.91
3312,2022-05-26,Nuclear,6780.0,640.0,,1540.0,320.0,220.0,2080.0,30.68,4700.0,4552.43,4028.9,85.72,59.42
1299,2022-05-26,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7564,2022-05-26,Hydro,46722.52,2594.05,,1996.35,2173.2,4797.5,8967.05,19.19,37755.47,31694.69,31377.74,83.11,67.16
3986,2022-05-26,Thermal_Gas Liquid,24869.21,9458.18,,141.51,6884.31,12637.84,19663.65,79.07,5205.55,4097.51,4015.56,77.14,16.15
3313,2022-05-27,Nuclear,6780.0,640.0,,1540.0,320.0,220.0,2080.0,30.68,4700.0,4524.21,4003.93,85.19,59.05
1300,2022-05-27,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10636,2022-05-27,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6164.0,30945.0,8924.0,46033.0,21.85,164666.5,162202.39,147604.17,89.64,70.05
4182,2022-05-27,Thermal_Gas Liquid,24869.21,9718.69,,141.51,6889.22,12457.84,19488.56,78.36,5380.64,3246.19,3181.27,59.12,12.79
7446,2022-05-27,Hydro,46722.52,2744.05,,2211.35,2273.2,4760.5,9245.05,19.79,37477.47,31629.05,31312.76,83.55,67.02
