Country,srcYear,srcMonth,srcCalendarDay,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from Prime Movers (PM),Capacity of power generation from Fuel Oil (FO),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output,YearCode,Year,MonthCode,Month,DayCode,CalendarDay
India,2019,Apr-2019,26-Apr-2019,Hydro,45399.22,1200.3,,2976.8,1639.45,2428.45,7044.7,15.52,38354.52,30252.81,29950.28,78.09,65.97,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190426,2019-04-26
India,2019,Apr-2019,26-Apr-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,63.05,61.79,9.69,9.69,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190426,2019-04-26
India,2019,Apr-2019,26-Apr-2019,Nuclear,6780,540,,1220,680,0,1900,28.02,4880,5114.33,4526.18,92.75,66.76,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190426,2019-04-26
India,2019,Apr-2019,27-Apr-2019,Thermal_Coal Lignite,200692.5,9145,10430,5004,39741,270,45015,22.43,155677.5,153953.19,140097.4,89.99,69.81,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190427,2019-04-27
India,2019,Apr-2019,27-Apr-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,72.05,70.61,11.07,11.07,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190427,2019-04-27
India,2019,Apr-2019,27-Apr-2019,Hydro,45399.22,1200.3,,2851.8,1278.25,2608.45,6738.5,14.84,38660.72,29374.34,29080.6,75.22,64.06,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190427,2019-04-27
India,2019,Apr-2019,27-Apr-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5140.6,4549.43,90.27,67.1,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190427,2019-04-27
India,2019,Apr-2019,27-Apr-2019,Thermal_Gas Liquid,24882.71,7218.28,,156.07,1561.91,13975.81,15693.79,63.07,9188.92,7748.43,7593.46,82.64,30.52,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190427,2019-04-27
India,2019,Apr-2019,28-Apr-2019,Hydro,45399.22,1200.3,,3246.8,748.25,3371.45,7366.5,16.23,38032.72,29062.46,28771.84,75.65,63.38,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190428,2019-04-28
India,2019,Apr-2019,28-Apr-2019,Thermal_Coal Lignite,200692.5,9145,10430,5004,38316,480,43800,21.82,156892.5,154303.54,140416.23,89.5,69.97,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190428,2019-04-28
India,2019,Apr-2019,28-Apr-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,50.05,49.05,7.69,7.69,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190428,2019-04-28
India,2019,Apr-2019,28-Apr-2019,Thermal_Gas Liquid,24882.71,7218.28,,156.07,1561.91,13942.31,15660.29,62.94,9222.42,7275.93,7130.41,77.32,28.66,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190428,2019-04-28
India,2019,Apr-2019,28-Apr-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5138.29,4547.39,90.23,67.07,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190428,2019-04-28
India,2019,Apr-2019,29-Apr-2019,Thermal_Gas Liquid,24882.71,7218.28,,166.03,1531.91,13942.31,15640.26,62.86,9242.46,8047.32,7886.37,85.33,31.69,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190429,2019-04-29
India,2019,Apr-2019,29-Apr-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,50.05,49.05,7.69,7.69,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190429,2019-04-29
India,2019,Apr-2019,29-Apr-2019,Thermal_Coal Lignite,200692.5,9145,10430,5004,38684.5,690,44378.5,22.11,156314,155588.61,141585.64,90.58,70.55,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190429,2019-04-29
India,2019,Apr-2019,29-Apr-2019,Hydro,45399.22,1200.3,,3091.8,1273.25,2853.45,7218.5,15.9,38180.72,29842.94,29544.51,77.38,65.08,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190429,2019-04-29
India,2019,Apr-2019,29-Apr-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5138.06,4547.18,90.22,67.07,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190429,2019-04-29
India,2019,Apr-2019,30-Apr-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,50.05,49.05,7.69,7.69,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190430,2019-04-30
India,2019,Apr-2019,30-Apr-2019,Thermal_Gas Liquid,24882.71,7218.28,,156.07,1531.91,13943.31,15631.29,62.82,9251.42,7629.02,7476.44,80.81,30.05,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190430,2019-04-30
India,2019,Apr-2019,30-Apr-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5124.07,4534.8,89.98,66.88,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190430,2019-04-30
India,2019,Apr-2019,30-Apr-2019,Hydro,45399.22,1200.3,,3038.8,967.45,3159.85,7166.1,15.78,38233.12,29784.54,29486.69,77.12,64.95,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190430,2019-04-30
India,2019,Apr-2019,30-Apr-2019,Thermal_Coal Lignite,200692.5,9145,9770,5004,41104.5,480,46588.5,23.21,154104,154489.91,140585.82,91.23,70.05,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",20190430,2019-04-30
India,2019,May-2019,01-May-2019,Thermal_Coal Lignite,200692.5,9295,9770,5454,46327.5,270,52051.5,25.94,148641,148323.78,134974.64,90.81,67.25,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190501,2019-05-01
India,2019,May-2019,01-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5133.3,4542.97,90.14,67.01,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190501,2019-05-01
India,2019,May-2019,01-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,46.05,45.13,7.08,7.08,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190501,2019-05-01
India,2019,May-2019,01-May-2019,Hydro,45399.22,1200.3,,2896.8,1181.45,3107.25,7185.5,15.83,38213.72,29066.68,28776.01,75.3,63.38,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190501,2019-05-01
India,2019,May-2019,01-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,14346.81,15652.29,62.9,9230.42,7192.09,7048.25,76.36,28.33,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190501,2019-05-01
India,2019,May-2019,02-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5124.64,4535.31,89.99,66.89,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190502,2019-05-02
India,2019,May-2019,02-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,62.05,60.81,9.54,9.54,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190502,2019-05-02
India,2019,May-2019,02-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15146.81,16452.29,66.12,8430.42,8154.32,7991.23,94.79,32.12,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190502,2019-05-02
India,2019,May-2019,02-May-2019,Hydro,45399.22,1275.3,,3072.8,1006.45,3003.25,7082.5,15.6,38316.72,29721.05,29423.84,76.79,64.81,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190502,2019-05-02
India,2019,May-2019,02-May-2019,Thermal_Coal Lignite,200692.5,9295,9770,4854,48487.5,480,53821.5,26.82,146871,147219.86,133970.07,91.22,66.75,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190502,2019-05-02
India,2019,May-2019,03-May-2019,Thermal_Coal Lignite,200692.5,9295,9770,4694,50295,2120,57109,28.46,143583.5,142102.59,129313.35,90.06,64.43,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190503,2019-05-03
India,2019,May-2019,03-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5126.06,4536.56,90.01,66.91,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190503,2019-05-03
India,2019,May-2019,03-May-2019,Hydro,45399.22,1275.3,,2872.8,1697.25,3135.45,7705.5,16.97,37693.72,29134.43,28843.09,76.52,63.53,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190503,2019-05-03
India,2019,May-2019,03-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15187.81,16493.29,66.28,8389.42,7456.42,7307.29,87.1,29.37,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190503,2019-05-03
India,2019,May-2019,03-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,58.05,56.89,8.92,8.92,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190503,2019-05-03
India,2019,May-2019,04-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1159.38,15166.81,16482.26,66.24,8400.46,7647.3,7494.35,89.21,30.12,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190504,2019-05-04
India,2019,May-2019,04-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,53.05,51.99,8.15,8.15,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190504,2019-05-04
India,2019,May-2019,04-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5133.5,4543.15,90.14,67.01,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190504,2019-05-04
India,2019,May-2019,04-May-2019,Thermal_Coal Lignite,200692.5,9295,9770,4754,50819,3250,58823,29.31,141869.5,141380.74,128656.47,90.69,64.11,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190504,2019-05-04
India,2019,May-2019,04-May-2019,Hydro,45399.22,1275.3,,2872.8,1024.25,3441.45,7338.5,16.16,38060.72,29091.97,28801.05,75.67,63.44,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190504,2019-05-04
India,2019,May-2019,05-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,46.05,45.13,7.08,7.08,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190505,2019-05-05
India,2019,May-2019,05-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5179.26,4583.65,90.95,67.61,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190505,2019-05-05
India,2019,May-2019,05-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4254,48614,1870,54738,27.27,145954.5,144138.95,131166.45,89.87,65.36,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190505,2019-05-05
India,2019,May-2019,05-May-2019,Hydro,45399.22,1275.3,,3002.8,1169.25,3144.45,7316.5,16.12,38082.72,28331.59,28048.27,73.65,61.78,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190505,2019-05-05
India,2019,May-2019,05-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1219.06,15125.81,16500.94,66.31,8381.77,6755.74,6620.63,78.99,26.61,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190505,2019-05-05
India,2019,May-2019,06-May-2019,Hydro,45399.22,1275.3,,2762.8,709.25,3761.95,7234,15.93,38165.22,28896.51,28607.54,74.96,63.01,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190506,2019-05-06
India,2019,May-2019,06-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4754,47384,480,52618,26.22,148074.5,148169.52,134834.27,91.06,67.18,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190506,2019-05-06
India,2019,May-2019,06-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1159.38,15125.81,16441.26,66.08,8441.46,8699.98,8525.98,101,34.26,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190506,2019-05-06
India,2019,May-2019,06-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5176.65,4581.34,90.9,67.57,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190506,2019-05-06
India,2019,May-2019,06-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,58.05,56.89,8.92,8.92,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190506,2019-05-06
India,2019,May-2019,07-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5142.07,4550.73,90.29,67.12,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190507,2019-05-07
India,2019,May-2019,07-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15125.81,16431.29,66.03,8451.42,8293.53,8127.66,96.17,32.66,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190507,2019-05-07
India,2019,May-2019,07-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4254,46524,270,51048,25.44,149644.5,148297.53,134950.76,90.18,67.24,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190507,2019-05-07
India,2019,May-2019,07-May-2019,Hydro,45399.22,1275.3,,2727.8,2117.45,2675.75,7521,16.57,37878.22,28803.79,28515.75,75.28,62.81,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190507,2019-05-07
India,2019,May-2019,07-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,52.05,51.01,8,8,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190507,2019-05-07
India,2019,May-2019,08-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5140.81,4549.62,90.27,67.1,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190508,2019-05-08
India,2019,May-2019,08-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4464,50519,270,55253,27.53,145439.5,149123.97,135702.81,93.31,67.62,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190508,2019-05-08
India,2019,May-2019,08-May-2019,Hydro,45399.22,1275.3,,2762.8,1567.45,2351.75,6682,14.72,38717.22,29535.13,29239.78,75.52,64.41,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190508,2019-05-08
India,2019,May-2019,08-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15104.81,16410.29,65.95,8472.42,7800.63,7644.62,90.23,30.72,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190508,2019-05-08
India,2019,May-2019,09-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5127.52,4537.86,90.04,66.93,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190509,2019-05-09
India,2019,May-2019,09-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4924,51329,690,56943,28.37,143749.5,146063.28,132917.59,92.46,66.23,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190509,2019-05-09
India,2019,May-2019,09-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15084.81,16390.29,65.87,8492.42,8012.76,7852.5,92.46,31.56,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190509,2019-05-09
India,2019,May-2019,09-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,127.05,124.51,19.53,19.53,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190509,2019-05-09
India,2019,May-2019,09-May-2019,Hydro,45399.22,1275.3,,2962.8,1433.45,2526.75,6923,15.25,38476.22,30988.03,30678.15,79.73,67.57,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190509,2019-05-09
India,2019,May-2019,10-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,67.05,65.71,10.31,10.31,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190510,2019-05-10
India,2019,May-2019,10-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5131.3,4541.2,90.1,66.98,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190510,2019-05-10
India,2019,May-2019,10-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4924,47919,270,53113,26.46,147579.5,149499.96,136044.96,92.18,67.79,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190510,2019-05-10
India,2019,May-2019,10-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15138.31,16443.79,66.09,8438.92,8235.59,8070.88,95.64,32.44,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190510,2019-05-10
India,2019,May-2019,10-May-2019,Hydro,45399.22,1275.3,,2792.8,1142.45,2813.15,6748.4,14.86,38650.82,31224.48,30912.24,79.98,68.09,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190510,2019-05-10
India,2019,May-2019,11-May-2019,Hydro,45399.22,1275.3,,2890.3,1407.45,2264.25,6562,14.45,38837.22,30958.66,30649.07,78.92,67.51,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190511,2019-05-11
India,2019,May-2019,11-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,4924,44344,270,49538,24.68,151154.5,149367.32,135924.26,89.92,67.73,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190511,2019-05-11
India,2019,May-2019,11-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15138.31,16443.79,66.09,8438.92,8145.52,7982.61,94.59,32.08,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190511,2019-05-11
India,2019,May-2019,11-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,67.05,65.71,10.31,10.31,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190511,2019-05-11
India,2019,May-2019,11-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5119.92,4531.13,89.9,66.83,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190511,2019-05-11
India,2019,May-2019,12-May-2019,Thermal_Gas Liquid,24882.71,7600.78,,156.07,1149.41,15104.81,16410.29,65.95,8472.42,8281.54,8115.91,95.79,32.62,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190512,2019-05-12
India,2019,May-2019,12-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5124.97,4535.6,89.99,66.9,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190512,2019-05-12
India,2019,May-2019,12-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,59.05,57.87,9.08,9.08,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190512,2019-05-12
India,2019,May-2019,12-May-2019,Hydro,45399.22,1275.3,,2855.3,1631.45,2148.25,6635,14.61,38764.22,30294.25,29991.31,77.37,66.06,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190512,2019-05-12
India,2019,May-2019,12-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,5134,45044,630,50808,25.32,149884.5,150682.58,137121.15,91.48,68.32,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190512,2019-05-12
India,2019,May-2019,13-May-2019,Thermal_Gas Liquid,24882.71,7828.78,,166.03,1149.41,15195.31,16510.76,66.35,8371.96,8263.16,8097.9,96.73,32.54,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190513,2019-05-13
India,2019,May-2019,13-May-2019,Hydro,45399.22,1275.3,,2762.3,866.45,2801.65,6430.4,14.16,38968.82,29646.71,29350.24,75.32,64.65,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190513,2019-05-13
India,2019,May-2019,13-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,5074,45474,630,51178,25.5,149514.5,148510.07,135144.16,90.39,67.34,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190513,2019-05-13
India,2019,May-2019,13-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,125.55,123.04,19.3,19.3,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190513,2019-05-13
India,2019,May-2019,13-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5129.61,4539.7,90.07,66.96,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190513,2019-05-13
India,2019,May-2019,14-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,5344,45849,2300,53493,26.65,147199.5,147413.84,134146.59,91.13,66.84,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190514,2019-05-14
India,2019,May-2019,14-May-2019,Thermal_Gas Liquid,24882.71,7828.78,,156.07,1149.41,15084.81,16390.29,65.87,8492.42,8468.63,8299.26,97.73,33.35,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190514,2019-05-14
India,2019,May-2019,14-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,126.05,123.53,19.37,19.37,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190514,2019-05-14
India,2019,May-2019,14-May-2019,Hydro,45399.22,1275.3,,2947.3,1918.45,2621.65,7487.4,16.49,37911.82,29091.49,28800.58,75.97,63.44,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190514,2019-05-14
India,2019,May-2019,14-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5119.11,4530.41,89.89,66.82,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190514,2019-05-14
India,2019,May-2019,15-May-2019,Nuclear,6780,540,,1220,740,0,1960,28.91,4820,5323.48,4711.28,97.74,69.49,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190515,2019-05-15
India,2019,May-2019,15-May-2019,Hydro,45399.22,1275.3,,2970.3,2026.45,2556.05,7552.8,16.64,37846.42,29976.58,29676.82,78.41,65.37,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190515,2019-05-15
India,2019,May-2019,15-May-2019,Thermal_Gas Liquid,24882.71,7828.78,,156.07,1169.41,15084.81,16410.29,65.95,8472.42,7443.39,7294.52,86.1,29.32,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190515,2019-05-15
India,2019,May-2019,15-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,5344,44906.5,1840,52090.5,25.96,148602,149842.57,136356.74,91.76,67.94,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190515,2019-05-15
India,2019,May-2019,15-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,55.05,53.95,8.46,8.46,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190515,2019-05-15
India,2019,May-2019,16-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,5844,41919,1330,49093,24.46,151599.5,153443.61,139633.68,92.11,69.58,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190516,2019-05-16
India,2019,May-2019,16-May-2019,Nuclear,6780,540,,1220,740,0,1960,28.91,4820,4882.4,4320.92,89.65,63.73,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190516,2019-05-16
India,2019,May-2019,16-May-2019,Hydro,45399.22,1275.3,,2970.3,1591.12,2162.25,6723.67,14.81,38675.55,29587.54,29291.66,75.74,64.52,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190516,2019-05-16
India,2019,May-2019,16-May-2019,Thermal_Gas Liquid,24882.71,7828.78,,156.07,1169.41,15084.81,16410.29,65.95,8472.42,7464.11,7314.83,86.34,29.4,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190516,2019-05-16
India,2019,May-2019,16-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,126.55,124.02,19.45,19.45,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190516,2019-05-16
India,2019,May-2019,17-May-2019,Thermal_Gas Liquid,24882.71,7828.78,,156.07,1205.01,15084.81,16445.89,66.09,8436.82,8045.26,7884.35,93.45,31.69,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190517,2019-05-17
India,2019,May-2019,17-May-2019,Nuclear,6780,540,,1220,520,0,1740,25.66,5040,5112.46,4524.53,89.77,66.73,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190517,2019-05-17
India,2019,May-2019,17-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,6504,39739,1330,47573,23.7,153119.5,151635.46,137988.26,90.12,68.76,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190517,2019-05-17
India,2019,May-2019,17-May-2019,Hydro,45399.22,1275.3,,2888.3,1650.25,2220.75,6759.3,14.89,38639.92,29458.53,29163.94,75.48,64.24,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190517,2019-05-17
India,2019,May-2019,17-May-2019,Thermal_Diesel,637.63,,,0,0,0,0,0,637.63,110.05,107.85,16.91,16.91,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190517,2019-05-17
India,2019,May-2019,18-May-2019,Thermal_Coal Lignite,200692.5,9445,9770,6504,43359,1290,51153,25.49,149539.5,149152.35,135728.64,90.76,67.63,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190518,2019-05-18
India,2019,May-2019,18-May-2019,Hydro,45399.22,1275.3,,2888.3,1630.25,2372.75,6891.3,15.18,38507.92,29642.64,29346.21,76.21,64.64,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190518,2019-05-18
India,2019,May-2019,18-May-2019,Thermal_Gas Liquid,24882.71,7828.78,,156.07,1205.01,15084.81,16445.89,66.09,8436.82,7038.55,6897.78,81.76,27.72,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",20190518,2019-05-18
